id,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,roof_style,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmt_unf_sf,heating_qc,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_cond,wood_deck_sf,mo_sold,yr_sold,saleprice,house_age,with_porch,remod/add,big_house,exterior
1734,20,RL,88.0,9.41058370340406,1,Lvl,Corner,Gilbert,Norm,1Fam,1Story,6,5,2005,Gable,None,0.0,3,TA,PConc,4,3,GLQ,6.823286122355687,6.013715156042802,5,7.190676034332207,0.0,7.190676034332207,1.0,2,0,3,4,0,0,Attchd,Fin,388.0,TA,4.795790545596741,6,2007,12.220961258023925,1.0986122886681098,1,0,0,Vinyl
2327,120,RL,30.0,8.216628493133443,1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1987,Gable,None,0.0,3,TA,CBlock,4,1,Unf,0.0,7.083387847625295,3,7.094234845924755,0.0,7.094234845924755,0.0,2,0,2,3,0,0,Attchd,RFn,461.0,TA,4.795790545596741,8,2006,11.77528972943772,2.995732273553991,1,0,0,Wood
1282,60,RL,80.0,9.186150133174966,0,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,6,1964,Gable,BrkFace,5.8888779583328805,3,TA,CBlock,3,4,GLQ,6.51471269087253,0.0,3,6.683360945766275,6.70196036600254,7.385230923066573,1.0,1,1,4,3,0,0,Attchd,RFn,442.0,TA,5.796057750765372,6,2008,12.031123843065632,3.8066624897703196,1,0,0,Wood
2688,190,RL,60.0,9.197660318818809,0,Lvl,Inside,BrkSide,RRAn,2fmCon,1Story,4,5,1970,Gable,BrkFace,5.081404364984463,3,TA,CBlock,3,3,ALQ,6.672032945461067,5.147494476813453,3,6.8679744089702925,0.0,6.8679744089702925,1.0,1,0,3,3,0,0,Detchd,Unf,576.0,TA,0.0,5,2006,11.76756768334381,3.6109179126442243,1,0,0,Wood
2581,20,RL,72.0,9.211539652551664,1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1957,Gable,BrkFace,4.174387269895637,3,TA,CBlock,3,1,BLQ,5.8888779583328805,6.566672429803241,3,7.1204443723924875,0.0,7.1204443723924875,0.0,1,0,2,4,1,2,Attchd,Unf,447.0,TA,0.0,5,2006,11.80894766169701,3.912023005428146,0,1,0,Wood
2067,30,RL,0.0,10.14013945387513,0,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,7,1918,Gable,None,0.0,3,Gd,BrkTil,3,1,Unf,0.0,6.705639094860003,5,7.256297239690681,0.0,7.256297239690681,0.0,2,0,3,4,0,0,Attchd,Unf,576.0,TA,0.0,8,2007,11.626254150277232,4.499809670330265,1,1,0,Wood
2115,60,RL,0.0,9.092007185014317,1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1988,Gable,BrkFace,5.8888779583328805,4,TA,PConc,4,1,GLQ,6.411818267709897,0.0,5,6.853299093186078,6.833031732786201,7.535830462798367,1.0,2,1,3,4,1,3,Attchd,RFn,619.0,TA,4.6913478822291435,5,2007,12.240474072247506,2.995732273553991,1,0,0,Wood
754,90,RM,50.0,8.006700845440367,0,Bnk,Inside,OldTown,Norm,Duplex,2Story,5,1,1922,Hip,None,0.0,3,TA,BrkTil,3,1,Unf,0.0,6.947937068614969,3,6.9930151229329605,6.947937068614969,7.663407664893479,0.0,2,0,4,3,0,0,None,None,0.0,None,0.0,9,2009,11.042921835724492,4.477336814478207,1,1,0,Metal
1079,160,RL,36.0,7.803435056952168,0,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,Gable,Stone,4.672828834461906,4,TA,PConc,4,1,GLQ,6.352629396319567,5.2574953720277815,5,6.639875833826536,6.760414691083428,7.394493107219038,1.0,2,1,2,4,0,0,BuiltIn,RFn,474.0,TA,0.0,10,2008,11.944707881395766,1.791759469228055,1,1,0,Vinyl
2615,20,RL,73.0,8.867990898182093,1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1957,Gable,None,0.0,3,TA,CBlock,3,1,GLQ,6.5638555265321274,4.6913478822291435,3,6.705639094860003,0.0,6.705639094860003,1.0,1,0,2,3,0,0,Detchd,Unf,308.0,TA,0.0,7,2006,11.77452020265869,3.912023005428146,0,0,0,Wood
329,160,RM,36.0,7.860570785538664,0,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,1976,Gable,None,0.0,3,TA,CBlock,4,1,Rec,4.867534450455582,5.170483995038151,3,6.285998094508865,6.3578422665081,7.014814351275545,0.0,1,1,3,3,0,0,Attchd,Unf,336.0,TA,5.209486152841421,4,2010,11.350406535472453,3.5553480614894135,0,0,0,Mix
1320,50,RM,0.0,8.648396877031582,0,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,7,1926,Gable,None,0.0,3,TA,PConc,3,1,Unf,0.0,6.35088571671474,3,6.35088571671474,6.29156913955832,7.013915474810528,0.0,1,0,2,3,1,4,Detchd,Unf,288.0,TA,0.0,8,2008,11.66907414746016,4.418840607796598,1,1,0,Wood
416,160,RL,24.0,7.736307096548285,0,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,6,1978,Gable,None,0.0,3,TA,CBlock,3,1,ALQ,5.7430031878094825,6.300785794663244,3,6.752270376141742,6.375024819828097,7.273786317844895,0.0,2,1,3,3,1,3,Attchd,Unf,440.0,TA,3.367295829986474,4,2009,11.908340237224891,3.4657359027997265,0,0,0,Wood
284,190,RL,60.0,9.407632639699958,0,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,4,4,1941,Gable,None,0.0,3,Fa,BrkTil,4,1,BLQ,5.855071922202427,5.783825182329737,2,6.511745329644728,5.53338948872752,6.829793737512425,1.0,1,0,2,2,0,0,Detchd,Unf,280.0,TA,0.0,7,2010,11.289781913656018,4.248495242049359,0,1,0,Metal
1385,85,RL,0.0,8.909370405197466,1,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,5,5,1984,Gable,None,0.0,3,TA,PConc,4,3,LwQ,4.653960350157523,0.0,3,7.027314514039777,0.0,7.027314514039777,1.0,1,0,2,3,0,0,Attchd,Unf,506.0,TA,5.187385805840755,3,2008,11.931635799828413,3.2188758248682006,0,0,0,Vinyl
275,20,RL,68.0,9.087381464575735,0,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,6,1954,Gable,None,0.0,3,Gd,CBlock,2,1,Unf,0.0,5.945420608606575,5,6.900730664045173,0.0,6.900730664045173,0.0,1,0,3,3,0,0,Detchd,Unf,319.0,TA,4.110873864173311,1,2010,11.956912324065804,4.04305126783455,1,0,0,Vinyl
2024,50,RL,60.0,9.088285725968877,0,Bnk,Inside,BrkSide,Norm,1Fam,1.5Fin,6,7,1920,Gable,None,0.0,3,Gd,PConc,3,1,Unf,0.0,6.645090969505644,5,6.6240652277998935,6.437751649736401,7.227662498728654,0.0,1,0,3,4,0,0,Detchd,Unf,576.0,TA,0.0,2,2007,12.013700752882718,4.477336814478207,1,1,0,Wood
68,20,FV,92.0,9.128696382935672,0,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2009,Hip,None,0.0,4,TA,PConc,4,1,Unf,0.0,7.105786129481271,5,7.105786129481271,0.0,7.105786129481271,0.0,2,0,2,4,0,0,Attchd,RFn,676.0,TA,0.0,4,2010,12.228323254464993,0.6931471805599453,1,1,0,Vinyl
1910,70,RL,79.0,9.15704507491796,0,Lvl,Inside,NAmes,Artery,1Fam,2Story,5,7,1942,Gable,Stone,5.41610040220442,3,TA,CBlock,3,1,LwQ,5.958424693029782,5.8377304471659395,5,6.790097235513905,6.6293632534374485,7.405495663199472,0.0,1,1,3,4,2,4,Attchd,Unf,312.0,TA,5.1298987149230735,6,2007,11.894780707439258,4.189654742026425,0,1,0,Metal
381,20,RL,82.0,9.382695764458287,1,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,7,5,1978,Gable,BrkFace,5.332718793265369,3,TA,CBlock,4,1,ALQ,6.558197802812269,6.342121418721152,3,7.379008127628304,0.0,7.379008127628304,0.0,2,0,3,3,1,3,Attchd,RFn,478.0,TA,0.0,4,2009,11.964001084330445,3.4657359027997265,0,0,0,Wood
1323,70,RM,60.0,9.287394001418473,0,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,7,1890,Gable,None,0.0,3,TA,BrkTil,3,2,Unf,0.0,7.1808311990445555,4,7.1808311990445555,7.075808863978387,7.822444729489319,0.0,2,0,5,3,1,4,Detchd,Unf,342.0,Fa,0.0,12,2008,12.122691036591123,4.77912349311153,1,1,0,Wood
2432,60,RL,0.0,8.969796305981806,1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2002,Gable,None,0.0,4,TA,PConc,4,1,GLQ,6.126869184114185,5.7899601708972535,5,6.694562058521095,6.555356891810665,7.31986492980897,1.0,2,1,3,4,1,4,Attchd,Fin,393.0,TA,4.61512051684126,6,2006,12.118333731222167,1.6094379124341003,1,1,0,Vinyl
777,20,RL,0.0,9.360224821513475,0,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,Gable,BrkFace,4.762173934797756,3,TA,CBlock,3,1,LwQ,5.14166355650266,5.53338948872752,3,6.996681488176539,0.0,6.996681488176539,0.0,1,0,3,3,1,1,Attchd,Unf,288.0,TA,0.0,9,2009,11.842229212112828,3.871201010907891,1,0,0,Wood
1107,60,RL,96.0,9.26321741157695,0,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,Hip,BrkFace,6.480044561926653,4,TA,PConc,4,4,GLQ,7.068172000388042,4.9344739331306915,5,7.189922170745808,6.9975959829819265,7.791109510610028,1.0,2,1,3,4,1,3,Attchd,RFn,983.0,TA,5.5254529391317835,8,2008,12.739637756265655,2.772588722239781,1,1,0,Wood
30,160,RM,21.0,7.427144133408616,0,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,Gable,BrkFace,6.22455842927536,3,TA,CBlock,3,1,Rec,5.056245805348308,5.793013608384144,3,6.182084906716632,6.22455842927536,6.895682697747868,0.0,1,1,2,3,0,0,Detchd,Unf,264.0,TA,5.62040086571715,2,2010,11.472103470449973,3.6888794541139363,0,0,0,Wood
282,20,RM,80.0,9.053335623166017,0,Lvl,Corner,Edwards,Norm,1Fam,1Story,4,5,2003,Gable,None,0.0,3,TA,PConc,4,1,Unf,0.0,7.022868086082641,5,7.022868086082641,0.0,7.022868086082641,0.0,2,0,2,3,0,0,Attchd,RFn,440.0,TA,4.890349128221754,3,2010,11.84939770159144,2.0794415416798357,1,1,0,Vinyl
188,20,RM,90.0,8.910315776326016,0,Lvl,Inside,OldTown,Artery,1Fam,1Story,6,7,1957,Gable,None,0.0,3,TA,CBlock,3,1,GLQ,6.398594934535208,5.746203190540153,3,7.1204443723924875,0.0,7.1204443723924875,1.0,1,0,2,3,0,0,Attchd,Unf,923.0,TA,0.0,4,2010,11.91638857040772,3.9889840465642745,1,1,0,Metal
2356,20,RL,78.0,9.224341891611996,0,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1975,Gable,None,0.0,3,TA,CBlock,4,1,ALQ,6.670766320845874,5.594711379601839,5,6.980075940561763,0.0,6.980075940561763,1.0,1,1,3,3,0,0,Attchd,RFn,495.0,TA,0.0,7,2006,11.941455846009388,3.4657359027997265,1,0,0,Wood
1554,20,A (agr),80.0,9.587748882301822,0,Low,Inside,IDOTRR,Norm,1Fam,1Story,1,5,1952,Gable,None,0.0,2,Po,Slab,0,0,None,0.0,0.0,1,6.598509028614515,0.0,6.598509028614515,0.0,1,0,2,2,0,0,Attchd,Unf,487.0,Po,0.0,2,2008,9.480367509189243,4.04305126783455,0,0,0,Aesbestos
1464,60,RL,65.0,9.0068768914288,0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2003,Gable,BrkFace,5.53338948872752,4,TA,PConc,4,1,GLQ,6.311734809152915,5.814130531825066,5,6.785587645007929,6.785587645007929,7.478169694159785,1.0,2,1,3,4,0,0,Attchd,RFn,543.0,TA,0.0,7,2008,12.323411137947407,1.791759469228055,1,0,0,Vinyl
2469,20,FV,62.0,8.922791623969637,0,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2005,Gable,None,0.0,4,TA,PConc,4,1,Unf,0.0,7.1372784372603855,5,7.144407180321139,0.0,7.144407180321139,0.0,2,0,3,4,1,3,Attchd,Unf,453.0,TA,3.6635616461296463,4,2006,12.078239274020289,0.6931471805599453,1,0,0,Vinyl
1834,50,RL,85.0,9.276034475171546,0,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,Hip,BrkFace,5.823045895483019,4,TA,PConc,4,1,GLQ,6.55250788703459,6.891625897052253,5,7.6638772587034705,6.612041034833092,7.96311205897929,0.0,2,1,4,4,1,3,Attchd,Fin,541.0,TA,0.0,4,2007,12.560244459250788,2.772588722239781,1,1,0,Wood
1779,20,RL,49.0,9.632793693113202,1,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,2007,Gable,Stone,4.442651256490317,4,TA,PConc,4,4,GLQ,6.835184586147301,6.322565239927284,5,7.289610521451167,0.0,7.289610521451167,1.0,2,0,3,4,0,0,Attchd,Unf,754.0,TA,5.1298987149230735,8,2007,12.552926520261092,0.0,1,0,0,Vinyl
2569,60,RL,88.0,9.561067663645012,0,Lvl,Corner,NAmes,Norm,1Fam,2Story,7,6,1966,Gable,BrkFace,5.736572297479192,3,TA,CBlock,3,1,Rec,6.100318952020064,6.173786103901937,5,7.104144092987527,6.848005274576363,7.67693714581808,0.0,2,1,4,4,2,4,Attchd,Fin,487.0,TA,4.663439094112067,5,2006,12.328290278254423,3.713572066704308,1,0,0,Metal
2334,60,RL,82.0,9.428591977209965,1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,2006,Hip,BrkFace,6.1463292576688975,5,TA,PConc,5,1,Unf,0.0,7.118826249062078,5,7.142827401161621,7.180069874302796,7.854381210652365,0.0,2,1,4,5,1,4,BuiltIn,Fin,666.0,TA,5.783825182329737,7,2006,12.799175708864519,0.0,1,0,0,Vinyl
2330,60,RL,59.0,9.681842877345654,1,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,9,5,2005,Hip,BrkFace,6.398594934535208,4,Ex,PConc,5,4,GLQ,7.105786129481271,5.198497031265826,5,7.254884810077338,7.233455418621439,7.937017489515454,1.0,3,1,3,5,1,4,BuiltIn,Fin,670.0,TA,5.209486152841421,3,2006,13.033197681535283,0.6931471805599453,1,1,0,Vinyl
2119,20,RL,155.0,9.906732282701016,1,Low,Inside,ClearCr,Norm,1Fam,1Story,8,6,1976,Shed,None,0.0,4,TA,CBlock,4,4,LwQ,3.9512437185814275,0.0,5,7.463936604468925,0.0,7.463936604468925,2.0,0,1,0,4,2,2,Attchd,Fin,529.0,TA,6.472346294500901,5,2007,12.538967060803502,3.4657359027997265,0,0,0,Wood
988,20,RL,0.0,9.192176401348512,1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,5,1977,Gable,None,0.0,3,TA,PConc,3,4,ALQ,7.357556200910353,0.0,3,7.357556200910353,0.0,7.357556200910353,1.0,2,0,2,4,2,3,Attchd,RFn,714.0,TA,5.579729825986222,5,2009,12.185869938212655,3.4965075614664802,1,0,0,Wood
382,20,RL,80.0,9.249657234353133,0,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,1976,Gable,BrkFace,5.247024072160486,3,TA,CBlock,4,1,Unf,0.0,6.994849985833071,3,7.223295679562314,0.0,7.223295679562314,0.0,2,0,3,3,1,3,Attchd,RFn,479.0,TA,0.0,6,2009,11.931635799828413,3.5263605246161616,0,0,0,Wood
670,90,RL,91.0,9.362546304865514,0,Lvl,Inside,NAmes,Artery,Duplex,2Story,5,5,1969,Gable,BrkFace,5.910796644040527,3,TA,CBlock,3,1,LwQ,6.2166061010848646,6.618738983517219,3,7.199678345691172,7.167809184316444,7.876638460975463,1.0,2,2,6,3,0,0,Detchd,Unf,968.0,TA,0.0,8,2009,12.206072645530174,3.713572066704308,0,0,0,Metal
2760,20,RL,78.0,9.362718052397065,0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2005,Hip,BrkFace,5.293304824724492,4,TA,PConc,5,4,GLQ,7.023758954738443,6.1070228877422545,5,7.372118028337787,0.0,7.372118028337787,1.0,2,1,2,5,0,0,Attchd,Fin,754.0,TA,5.176149732573829,8,2006,12.594391594803367,0.6931471805599453,1,1,0,Vinyl
543,20,RL,61.0,8.89959435992585,0,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2008,Gable,BrkFace,4.948759890378168,4,TA,PConc,4,1,Unf,0.0,7.280008252884188,5,7.280008252884188,0.0,7.280008252884188,0.0,2,0,2,4,0,0,Attchd,RFn,788.0,TA,0.0,2,2009,12.32048556427219,0.6931471805599453,1,1,0,Vinyl
2835,50,RL,72.0,8.96482339168508,0,Bnk,Corner,Edwards,Artery,1Fam,1.5Fin,6,3,1915,Gable,None,0.0,3,Fa,BrkTil,2,1,Unf,0.0,6.725033642166843,3,6.741700694652055,6.20050917404269,7.199678345691172,0.0,2,0,3,3,0,0,Detchd,Unf,528.0,TA,0.0,5,2006,11.429543856031177,4.5217885770490405,1,1,0,Aesbestos
1735,60,RL,65.0,9.107088742165708,1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2007,Hip,None,0.0,4,TA,PConc,4,3,Unf,0.0,6.591673732008658,5,6.591673732008658,6.591673732008658,7.284134806195205,0.0,2,1,3,4,1,4,Attchd,Fin,400.0,TA,4.61512051684126,7,2007,12.09815330331068,0.0,1,0,0,Vinyl
448,20,RL,103.0,9.508442961755847,0,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,5,2003,Hip,BrkFace,6.827629234502852,5,TA,PConc,5,4,GLQ,4.04305126783455,7.756623334538858,5,7.780303087908373,0.0,7.780303087908373,0.0,2,0,3,5,1,5,Attchd,Fin,968.0,TA,5.517452896464707,6,2009,12.864240107194092,1.9459101490553132,1,0,0,Vinyl
2287,180,RM,0.0,7.335633981927201,0,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1970,Gable,None,0.0,3,TA,CBlock,4,3,GLQ,6.222576268071369,3.332204510175204,3,6.274762021241939,6.137727054086234,6.900730664045173,1.0,1,0,2,3,0,0,BuiltIn,Fin,297.0,TA,4.727387818712341,7,2007,11.575900264131617,3.6375861597263857,1,0,0,Mix
524,60,FV,85.0,9.306014122044465,0,Lvl,Inside,Somerst,Norm,1Fam,2Story,10,5,2008,Gable,Stone,5.081404364984463,5,TA,PConc,5,3,GLQ,6.641182169740591,5.53338948872752,5,6.934397209928558,6.889591308354466,7.60489448081162,1.0,2,1,3,5,1,5,Attchd,Fin,812.0,TA,5.1298987149230735,4,2009,12.644327576461329,0.6931471805599453,1,0,0,Vinyl
1767,60,RL,83.0,9.286467732363734,0,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1998,Gable,BrkFace,5.62040086571715,4,TA,PConc,4,1,Unf,0.0,6.9726062513017535,5,7.011213987350367,7.15305163493748,7.777373602657861,0.0,2,1,4,4,1,3,BuiltIn,Fin,600.0,TA,4.795790545596741,5,2007,12.437184366493561,2.302585092994046,1,0,0,Vinyl
2206,75,RL,53.0,8.871926251117628,0,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,Gable,None,0.0,3,Gd,CBlock,3,1,Rec,5.8998973535824915,6.318968113746434,4,6.823286122355687,6.591673732008658,7.4067107301776405,0.0,2,0,4,3,2,4,Detchd,Unf,240.0,TA,0.0,8,2007,12.007621706806335,4.204692619390966,1,1,0,Metal
1740,60,RL,64.0,8.950792138768174,0,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2007,Gable,Stone,2.833213344056216,4,TA,PConc,4,1,Unf,0.0,6.591673732008658,5,6.591673732008658,6.591673732008658,7.284134806195205,0.0,2,1,3,4,0,0,Attchd,Fin,400.0,TA,4.61512051684126,7,2007,12.087255325185739,0.0,1,0,0,Vinyl
199,50,RM,52.0,8.738895704934043,0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,7,1936,Gable,None,0.0,3,TA,CBlock,3,1,Rec,5.6240175061873385,5.53338948872752,4,6.3080984415095305,6.20050917404269,6.947937068614969,0.0,1,0,2,3,0,0,Detchd,Fin,624.0,TA,5.726847747587197,5,2010,11.727230067617233,4.31748811353631,1,1,0,Vinyl
2214,70,RL,86.0,10.017753298664472,1,Lvl,Inside,Crawfor,Feedr,1Fam,2Story,6,6,1918,Hip,None,0.0,3,TA,BrkTil,4,1,BLQ,7.029087564149662,5.493061443340548,3,7.223295679562314,7.134890851565884,7.872836175025724,1.0,2,1,4,3,1,4,Detchd,Unf,864.0,TA,0.0,11,2007,12.384218830913648,4.499809670330265,0,1,0,Wood
323,20,RL,85.0,9.635673464721814,0,Bnk,Inside,Mitchel,Norm,1Fam,1Story,5,5,1965,Hip,None,0.0,3,TA,CBlock,3,1,Rec,3.7612001156935624,6.934397209928558,3,7.142827401161621,0.0,7.142827401161621,1.0,1,0,2,3,1,3,Attchd,Unf,528.0,TA,0.0,6,2010,12.037653993905211,3.828641396489095,0,1,0,Wood
2421,120,RL,0.0,8.069968149059841,0,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2003,Gable,BrkFace,2.9444389791664403,4,TA,PConc,4,4,Unf,0.0,7.226209010100671,5,7.351158226430694,0.0,7.351158226430694,0.0,2,0,2,4,1,3,Attchd,Fin,420.0,TA,4.969813299576001,10,2006,12.363076394339839,1.3862943611198906,1,1,0,Vinyl
952,85,RL,72.0,9.144307401371744,0,Bnk,Inside,Mitchel,Norm,1Fam,SFoyer,6,7,1977,Gable,None,0.0,3,TA,CBlock,4,3,GLQ,6.7357800142423265,0.0,3,7.160845906664299,0.0,7.160845906664299,1.0,1,1,2,3,2,2,Attchd,RFn,541.0,TA,5.713732805509369,11,2009,12.061046873479915,3.4965075614664802,1,0,0,Wood
24,20,RL,0.0,9.32741204356202,1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,7,1970,Gable,BrkFace,5.198497031265826,3,TA,CBlock,3,1,ALQ,6.361302477572996,6.056784013228625,5,6.912742820493176,0.0,6.912742820493176,1.0,1,0,2,3,1,3,Attchd,Fin,480.0,TA,0.0,3,2010,11.911701584927597,3.713572066704308,0,0,0,Wood
1139,20,RL,81.0,9.13356731317027,0,Lvl,Corner,SawyerW,Norm,1Fam,1Story,7,5,2007,Gable,None,0.0,4,TA,PConc,4,2,Unf,0.0,7.0587581525186645,5,7.0587581525186645,0.0,7.0587581525186645,0.0,2,0,3,4,0,0,Attchd,Fin,483.0,TA,0.0,3,2008,12.043553716032399,0.6931471805599453,1,0,0,Vinyl
518,20,FV,90.0,8.986446539271268,1,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2008,Gable,None,0.0,4,TA,PConc,5,1,Unf,0.0,7.270312886079025,5,7.270312886079025,0.0,7.270312886079025,0.0,2,0,3,4,0,0,Attchd,Fin,529.0,TA,0.0,10,2009,12.323855681186558,0.6931471805599453,1,1,0,Vinyl
1390,20,RL,94.0,9.131297164635729,0,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,8,1963,Gable,None,0.0,3,Gd,CBlock,3,1,GLQ,6.453624998892692,5.7899601708972535,5,6.8679744089702925,0.0,6.8679744089702925,1.0,1,0,3,4,0,0,Attchd,Fin,300.0,TA,5.1298987149230735,5,2008,11.883799128308773,3.828641396489095,0,1,0,Vinyl
277,20,RL,60.0,9.214830277249035,1,Low,CulDSac,Edwards,Norm,1Fam,1Story,5,6,1968,Gable,None,0.0,3,TA,CBlock,4,4,ALQ,6.976348070447749,4.844187086458591,3,7.087573705557973,0.0,7.087573705557973,1.0,1,0,3,3,0,0,Attchd,RFn,336.0,TA,5.552959584921617,6,2010,11.877568578558138,3.7612001156935624,1,0,0,Metal
54,120,RL,43.0,8.065579427282092,0,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2004,Gable,BrkFace,2.833213344056216,4,TA,PConc,4,1,GLQ,3.2188758248682006,7.117205503164344,5,7.146772179452637,0.0,7.146772179452637,0.0,2,0,2,4,1,3,Attchd,Fin,430.0,TA,4.990432586778736,4,2010,12.165250651009918,1.9459101490553132,1,1,0,Vinyl
649,20,RL,60.0,8.939449862164238,0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,8,1952,Hip,None,0.0,4,TA,CBlock,3,1,GLQ,6.837332814685591,4.61512051684126,4,6.939253946041508,0.0,6.939253946041508,1.0,1,0,2,4,0,0,Attchd,Unf,230.0,TA,0.0,3,2009,11.887931365593685,4.060443010546419,0,1,0,Wood
2600,50,RL,60.0,8.854950316500325,0,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,8,1900,Gable,None,0.0,3,Gd,BrkTil,2,1,Unf,0.0,6.1070228877422545,5,6.1070228877422545,5.60947179518496,6.580639137284949,0.0,1,0,1,2,0,0,Attchd,Unf,280.0,TA,0.0,3,2006,11.372513311253483,4.672828834461906,1,1,0,Metal
617,20,RL,128.0,9.405989388981,0,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,4,1953,Hip,BrkFace,4.51085950651685,3,TA,CBlock,3,1,BLQ,6.932447891572509,6.1779441140506,5,7.317212408359839,0.0,7.317212408359839,1.0,1,0,2,3,1,3,Attchd,RFn,505.0,TA,0.0,2,2009,11.915051671812877,4.04305126783455,1,0,0,Wood
2209,30,RL,50.0,8.749256840105007,0,Bnk,Inside,Crawfor,Norm,1Fam,1Story,5,7,1938,Gable,None,0.0,3,Gd,PConc,2,1,Unf,0.0,6.825460036255307,5,6.86171134048073,0.0,6.86171134048073,0.0,1,0,2,2,1,4,Basment,Unf,240.0,TA,0.0,6,2007,11.693161515273161,4.248495242049359,0,1,0,Metal
2814,60,RL,68.0,9.087833697483386,0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,Gable,None,0.0,3,TA,PConc,4,1,Unf,0.0,6.621405651764134,5,6.621405651764134,6.621405651764134,7.313886831633462,0.0,2,1,3,4,0,0,Attchd,RFn,564.0,TA,0.0,8,2006,12.066235700342375,0.6931471805599453,1,1,0,Vinyl
2542,20,RL,0.0,9.274253697719836,1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,Hip,None,0.0,3,TA,CBlock,3,1,Rec,6.82001636467413,4.912654885736052,3,6.957497370876951,0.0,6.957497370876951,1.0,1,0,3,3,0,0,Attchd,Unf,368.0,TA,0.0,1,2006,11.824079893607152,3.828641396489095,1,0,0,Wood
2323,160,RL,68.0,9.48105429619781,1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,1994,Gable,None,0.0,4,TA,PConc,4,1,Unf,0.0,7.631916513071252,5,7.640123172695364,6.411818267709897,7.89655270164304,0.0,2,1,4,4,0,0,Attchd,Fin,618.0,TA,5.1298987149230735,12,2006,12.506177237980511,2.5649493574615367,1,0,0,Mix
1393,20,RL,0.0,9.510519035757246,0,Lvl,Inside,ClearCr,Norm,1Fam,1Story,6,7,1960,Flat,None,0.0,3,TA,CBlock,4,4,BLQ,6.063785208687608,4.543294782270004,4,7.133295954896068,0.0,7.133295954896068,1.0,1,0,1,3,1,4,Attchd,RFn,564.0,TA,6.016157159698354,3,2008,12.367340793126296,3.8918202981106265,0,1,0,Brick
